MX0411_TGCTTT	MX0411_TCAAGT	MX0404_ATGTTT	MX0404_ACATCG	MX0781_TAGGAT	MX0781_CTATCT	MX0411_GTAGCC	MX0405_CGTGAT	MX0405_CAAGTT	MX0781_ATCAGT	MX0405_ATTGGC	MX0405_CTGATC	MX0781_TCTTCT	MX0404_CTGATC	MX0404_GATCTG	MX0405_CGTACG	MX0404_TCAAGT	MX0404_ATTGGC	MX0781_GAGAGT	MX0781_AATTAT	MX0781_GCCGGT	MX0404_TGCTTT	MX0404_TACAAG	MX0404_CGTGAT	MX0781_AGATGT	MX0405_ACATCG	MX0781_CCGTAT	MX0781_CTGGGT	MX0404_AAGCTA	MX0404_TGGTCA	MX0781_TATCGT	MX0404_GTAGCC	MX0781_GTTTGT	MX0781_AGCGCT	MX0411_TACAAG	MX0781_GATGCT	MX0781_CGGCCT	MX0405_AAGCTA
hsa-mir-589.MIMAT0004799	4.78279831446098	7.17624412452934	6.35217132377477	4.78279831446098	8.39742326640293	8.58310730558459	7.1346516755176	6.75983095324874	6.91056830660742	7.90183759405263	4.95226100605528	5.38749009992692	8.43788550723812	5.58311735057483	5.12687748069744	5.953392830647	4.06474917461318	5.82657853472268	7.26670355179801	9.14967127544163	7.81586642259032	4.92212829557269	6.35217132377477	7.56386017266386	8.64012129836919	4.97647978961503	8.84573349872662	9.03777007864624	6.13976848673924	6.97795245901537	8.6960951162418	5.71203383873304	7.78104458843703	8.21795521766886	6.44532203753551	6.94155929045991	9.53733818727787	6.26043369316696
hsa-mir-4746.MIMAT0019880	1.0294334092203	2.68389922813132	2.71103947906738	2.62324908806629	5.38749009992692	3.95349915657154	1.32566858451139	3.63666650967008	0.481085928519716	3.74887913224826	2.53850016994221	0.101363707625532	5.10286907945117	1.23474446888475	1.55848639245648	1.92817441049743	1.44068045946641	1.51146127282352	3.76967966899176	5.71203383873304	3.78809926793935	1.22430622645998	2.35945403347946	3.3047642073571	4.75916049266558	2.4078825956388	3.59997969306866	4.78279831446098	2.53850016994221	3.1277946319525	3.71009967444037	3.2478914961102	3.80696412350747	5.71203383873304	2.35945403347946	3.68627950669885	4.70485409085191	2.91755829570587
hsa-mir-151a.MIMAT0000757	9.77746121176063	10.262262551101	8.6960951162418	8.6960951162418	11.9311871449592	11.1436672716446	8.39742326640293	7.73990746013951	8.08609861698694	11.2463604782677	7.86050609705378	7.86050609705378	11.342648007779	9.09637657625615	9.03777007864624	7.81586642259032	7.56386017266386	9.65399633717883	10.3452878297386	10.5069894560841	11.5826420983853	7.93939198838555	8.35184871787169	9.30739891600878	11.9311871449592	9.90613568571826	11.5826420983853	11.2463604782677	9.90613568571826	8.6960951162418	10.4275625160825	8.88274268336303	11.2463604782677	12.2815619996086	10.7674918088292	11.1436672716446	11.9311871449592	9.09637657625615
NOVELM00113.NOVELM00113M	2.32271947838244	0	3.40225088520059	5.71203383873304	4.08837067125183	6.92614701281208	3.80696412350747	3.1277946319525	3.36269901101144	5.58311735057483	2.79458020291909	2.32271947838244	6.87184914955783	2.62324908806629	2.81283529731574	3.5498049373617	4.39519867210703	3.16665471288346	6.51583821496451	5.49459297378087	4.4623167635615	2.18040811943543	3.68627950669885	3.46707410583783	6.23006470630324	4.04176175456594	4.97647978961503	6.10853010631985	5.17568219815355	4.3279583334875	5.953392830647	5.20385342774114	4.63340571343809	5.15173103583758	2.05174226303526	5.41000332111113	4.16138103559415	1.0424713448572
hsa-mir-331.MIMAT0000760	4.73172638760387	5.49459297378087	3.50811544167199	3.22823502650085	7.60771811725985	7.78104458843703	4.90013330800066	8.17880768831904	4.78279831446098	7.34386403021862	3.92907993924791	5.43785030270395	8.21795521766886	4.28720632415505	5.10286907945117	4.2092244820508	4.18361256030694	4.37112121947305	8.6960951162418	7.26670355179801	7.38434753355515	5.71203383873304	4.3279583334875	5.46600994648417	6.61516149033531	4.90013330800066	7.56386017266386	6.79558554151983	6.16641119920204	4.8725293701649	6.71917656601077	6.64983386025532	6.23006470630324	6.44532203753551	4.75916049266558	8.26617914226918	7.60771811725985	5.3148690594412
hsa-mir-17.MIMAT0000071	8.08609861698694	5.63634210471646	8.31131250797066	7.1346516755176	10.1824897553691	8.79439973555384	9.09637657625615	8.35184871787169	8.48535231773933	11.0445511275528	8.21795521766886	7.09352660826047	10.5069894560841	7.26670355179801	8.79439973555384	7.78104458843703	8.9894401390471	7.78104458843703	9.25082909153503	10.262262551101	9.42594458134766	8.48535231773933	8.7469457572955	6.26043369316696	10.1034052026155	8.53470526408986	10.4275625160825	9.77746121176063	8.13112005346579	7.26670355179801	10.5069894560841	10.4275625160825	9.77746121176063	11.5826420983853	7.56386017266386	8.9894401390471	10.5069894560841	6.79558554151983
hsa-mir-942.MIMAT0004985	2.58833824083476	4.02087175086818	2.76304055244713	5.20385342774114	6.57887371532712	6.48252151729005	4.75916049266558	5.07586487793215	4.75916049266558	5.68501431458998	3.78809926793935	1.92817441049743	7.73990746013951	2.83183725267015	3.38257887967385	6.28906653984943	4.23729318391103	5.79770222898509	6.23006470630324	7.05233545946151	6.07622578687397	2.83183725267015	4.41940342842718	4.70485409085191	5.73931550288461	5.33663725144459	6.51583821496451	6.01629443927773	4.65702943778433	6.48252151729005	5.6641062343519	3.84679768310878	5.46600994648417	6.04449213119326	6.32098511729863	6.41356815596353	6.57887371532712	2.89846637076086
hsa-mir-629.MIMAT0004810	4.28720632415505	6.79558554151983	5.6641062343519	6.51583821496451	7.98553988699396	7.1346516755176	6.26043369316696	6.57887371532712	4.13826059299348	7.01438728756657	3.48590333385633	5.12687748069744	6.28906653984943	0	6.61516149033531	5.02870465214168	6.64983386025532	5.26137655770001	7.56386017266386	8.17880768831904	7.51727968479053	4.4623167635615	7.26670355179801	4.8725293701649	7.26670355179801	5.8571700544907	8.26617914226918	7.26670355179801	7.1346516755176	8.21795521766886	8.31131250797066	7.3009351843519	5.73931550288461	8.48535231773933	8.17880768831904	7.34386403021862	8.48535231773933	5.05489158283722
hsa-mir-128-2.MIMAT0000424	6.87184914955783	6.68552537164245	6.19786884591739	6.94155929045991	8.48535231773933	8.35184871787169	6.61516149033531	6.79558554151983	6.68552537164245	7.4195412385589	6.07622578687397	5.26137655770001	8.84573349872662	7.3009351843519	4.75916049266558	6.83661999773509	5.92189774110856	7.21994452129343	8.13112005346579	8.936149215941	8.84573349872662	6.71917656601077	7.34386403021862	5.3148690594412	8.84573349872662	5.28941620968993	8.21795521766886	9.14967127544163	5.76756245376342	6.54991757576404	8.21795521766886	5.63634210471646	8.43788550723812	8.88274268336303	7.98553988699396	8.03380275458002	8.7469457572955	6.13976848673924
hsa-mir-15b.MIMAT0004586	7.05233545946151	6.26043369316696	6.28906653984943	6.64983386025532	10.262262551101	8.08609861698694	6.32098511729863	7.3009351843519	6.10853010631985	7.46947791311019	6.91056830660742	4.11474164316359	7.4195412385589	6.91056830660742	6.16641119920204	7.1346516755176	5.68501431458998	5.73931550288461	7.05233545946151	8.39742326640293	8.64012129836919	6.97795245901537	7.3009351843519	4.39519867210703	8.6960951162418	5.05489158283722	9.09637657625615	7.73990746013951	5.28941620968993	7.73990746013951	8.53470526408986	7.81586642259032	8.39742326640293	9.03777007864624	5.23414699375837	8.64012129836919	8.17880768831904	7.21994452129343
hsa-mir-3615.MIMAT0017994	1.78078825859343	2.08272957778778	0.286477356393895	1.88369573314316	3.86734761634075	4.13826059299348	1.1144300618121	2.60586904883001	0.724785076479369	2.64185007495321	0	0.17750151446283	4.68153616894904	1.28612589659538	1.88369573314316	2.44074823786081	2.42435818044503	0.84674300640066	3.74887913224826	2.91755829570587	3.14785144228149	0.84674300640066	4.37112121947305	2.52162672936747	3.99820245413553	2.29694810440344	4.11474164316359	4.73172638760387	1.42231714733666	0	3.22823502650085	1.95775187966085	3.32390283718301	3.26826045060664	0	4.06474917461318	3.18610490413653	1.82221489121428
hsa-mir-200b.MIMAT0000318	3.5498049373617	2.19384173929302	1.15164591530809	0	1.7671542628781	4.56493905462503	0.17750151446283	0	0	3.42398714582871	1.13908122653669	0.156563106562946	2.08272957778778	4.75916049266558	0	0.20837136808476	3.86734761634075	0	3.44677230814912	3.57463089556795	4.30789458302452	3.2478914961102	0	0	0.443010395782127	0	2.44074823786081	2.2073144970719	0.390833892938815	1.05361669891364	4.39519867210703	0	2.65713870400913	3.10641292890555	0	3.1277946319525	2.74562542397176	1.37226950840183
hsa-mir-181a-1.MIMAT0000270	8.84573349872662	7.69212139886756	6.54991757576404	6.75983095324874	9.83847095073242	9.95933411338659	7.69212139886756	6.64983386025532	7.4195412385589	8.43788550723812	5.92189774110856	6.97795245901537	10.262262551101	8.17880768831904	9.71958625665191	7.86050609705378	6.57887371532712	7.65062169757905	9.30739891600878	9.77746121176063	9.25082909153503	7.73990746013951	9.30739891600878	8.26617914226918	9.65399633717883	6.64983386025532	9.83847095073242	10.9456436859041	9.71958625665191	7.05233545946151	9.20340553650288	8.58310730558459	9.20340553650288	9.71958625665191	7.34386403021862	10.033074337609	9.25082909153503	7.3009351843519
hsa-mir-130b.MIMAT0004680	3.76967966899176	5.12687748069744	6.97795245901537	4.11474164316359	7.17624412452934	5.71203383873304	5.82657853472268	5.98421566265654	3.59997969306866	7.60771811725985	6.41356815596353	4.2092244820508	7.78104458843703	5.33663725144459	3.63666650967008	2.76304055244713	5.41000332111113	6.41356815596353	6.35217132377477	7.65062169757905	7.09352660826047	4.90013330800066	5.43785030270395	3.99820245413553	7.56386017266386	5.79770222898509	7.69212139886756	5.88861161605608	4.97647978961503	4.48569443397015	7.46947791311019	5.82657853472268	6.68552537164245	7.69212139886756	6.35217132377477	6.64983386025532	6.64983386025532	5.88861161605608
hsa-mir-582.MIMAT0004797	3.46707410583783	7.09352660826047	6.79558554151983	6.28906653984943	8.43788550723812	7.56386017266386	5.76756245376342	4.58706795254105	5.43785030270395	8.9894401390471	5.82657853472268	6.07622578687397	7.81586642259032	6.41356815596353	6.19786884591739	7.05233545946151	3.59997969306866	4.80870302775104	7.4195412385589	8.31131250797066	8.88274268336303	6.51583821496451	3.66233291514979	4.37112121947305	8.9894401390471	6.39951535491068	9.65399633717883	7.98553988699396	6.41356815596353	5.71203383873304	7.56386017266386	4.08837067125183	8.84573349872662	7.46947791311019	4.43938804145645	7.90183759405263	8.936149215941	9.47603432837351
hsa-mir-616.MIMAT0003284	0.84674300640066	1.44068045946641	2.57207164162835	1.42785772296368	4.5329591242796	3.71009967444037	2.71103947906738	0.68392223520752	2.76304055244713	3.18610490413653	1.56998207732077	1.0424713448572	3.95349915657154	1.20982388378219	1.75315575172009	1.55848639245648	0.813078419987886	3.98723747490326	2.29694810440344	3.46707410583783	3.61854596473257	1.25896508070969	2.88259287055787	0	3.48590333385633	1.94172060400689	3.04941955881707	4.06474917461318	2.74562542397176	3.53097242498454	3.01066998159256	2.34012550995505	3.5498049373617	4.73172638760387	2.01882277932507	4.26320523181987	4.78279831446098	3.04941955881707
hsa-mir-185.MIMAT0004611	1.32566858451139	1.88369573314316	1.23474446888475	0.334069374019043	3.95349915657154	2.67481803721792	1.46633514781242	1.32566858451139	2.23831496697472	3.40225088520059	0.146041080671452	1.75315575172009	3.46707410583783	0.506743744703518	0.256253890025724	2.26761435018143	1.58481046503449	0.569494358928439	2.22188225529911	4.39519867210703	2.99017871917746	2.64185007495321	0.443010395782127	3.90528228775382	4.26320523181987	2.11649981037213	3.06899902170395	3.16665471288346	1.35051730620481	1.62821647837427	2.99017871917746	0.719486577513736	3.38257887967385	4.61354339166876	3.32390283718301	3.20797982662744	3.82830409775339	2.09914806777867
hsa-mir-181a-1.MIMAT0000256	12.5173951879718	9.47603432837351	8.84573349872662	8.7469457572955	12.3882397786767	11.7113229248303	11.2463604782677	7.86050609705378	8.88274268336303	11.9311871449592	8.88274268336303	10.262262551101	12.2815619996086	11.7113229248303	12.1631523233338	10.1034052026155	9.59512709881994	10.5706544978569	11.5826420983853	12.2815619996086	11.9311871449592	10.3452878297386	8.64012129836919	11.5826420983853	11.5826420983853	8.84573349872662	12.0558657747886	12.1631523233338	11.8259557823811	9.95933411338659	12.7842974729779	11.1436672716446	11.7113229248303	12.5173951879718	10.5706544978569	12.0558657747886	12.1631523233338	10.5706544978569
hsa-mir-107.MIMAT0000104	5.79770222898509	4.3279583334875	4.26320523181987	4.95226100605528	7.1346516755176	6.83661999773509	7.05233545946151	5.43785030270395	4.39519867210703	6.51583821496451	4.73172638760387	4.06474917461318	6.04449213119326	4.92212829557269	4.65702943778433	5.8571700544907	5.61027655241916	3.73001122219984	5.28941620968993	6.23006470630324	7.69212139886756	3.88586488468386	5.6641062343519	5.02870465214168	6.79558554151983	4.92212829557269	7.21994452129343	7.1346516755176	3.20797982662744	5.23414699375837	7.09352660826047	6.26043369316696	7.26670355179801	7.86050609705378	5.12687748069744	6.57887371532712	6.71917656601077	4.82960580875822
hsa-mir-106b.MIMAT0004672	9.09637657625615	9.36177883715171	9.20340553650288	8.21795521766886	10.5069894560841	10.9456436859041	9.25082909153503	9.90613568571826	7.93939198838555	9.90613568571826	7.26670355179801	8.31131250797066	9.95933411338659	7.78104458843703	7.3009351843519	8.84573349872662	8.79439973555384	10.1824897553691	9.83847095073242	10.9456436859041	9.59512709881994	8.17880768831904	9.14967127544163	8.08609861698694	10.1824897553691	7.93939198838555	10.5069894560841	10.3452878297386	7.65062169757905	8.08609861698694	10.8557738049906	9.14967127544163	10.5069894560841	10.6842107261631	8.6960951162418	9.59512709881994	10.7674918088292	9.36177883715171
NOVELM00146.NOVELM00146M	4.18361256030694	2.58833824083476	3.1277946319525	2.44074823786081	2.83183725267015	5.10286907945117	0	2.62324908806629	1.16319629126866	6.16641119920204	2.88259287055787	0.203210482528388	5.36285636364521	2.23831496697472	3.40225088520059	3.14785144228149	1.10157719617899	0.249958230558789	5.58311735057483	0	4.8725293701649	0	5.33663725144459	2.23012200767479	5.41000332111113	5.02870465214168	6.01629443927773	5.10286907945117	3.46707410583783	3.90528228775382	5.33663725144459	2.62324908806629	5.92189774110856	0	2.67481803721792	5.00146876623438	0.141038377219154	0
hsa-mir-129-2.MIMAT0004605	0	0.360607184508386	0	0.130902267681985	3.14785144228149	1.9887095331899	0	2.67481803721792	0	3.95349915657154	0	1.88369573314316	2.52162672936747	1.07655730775137	4.70485409085191	0	0	7.56386017266386	2.83183725267015	2.69292361394246	2.42435818044503	7.38434753355515	0	0	2.43257648438866	0	4.2092244820508	0.994607341120899	0	0	2.48779297964676	0	2.64185007495321	4.02087175086818	0.791328662888817	3.61854596473257	3.38257887967385	3.53097242498454
